Location,Price,Beds,Area
"D-17, Islamabad",3.7 Crore,7,9.3 Marla
"Simly Dam Road, Islamabad",2 Crore,3,8 Marla
"Bhara kahu, Islamabad",2 Crore,3,8 Marla
"Simly Dam Road, Islamabad",1.7 Crore,3,8 Marla
"Bhara kahu, Islamabad",1.7 Crore,3,8 Marla
"F-11, Islamabad",18 Crore,7,1.3 Kanal
"Korang Town, Islamabad",2.75 Crore,5,5 Marla
"Jinnah Gardens Phase 1, Jinnah Gardens",2.45 Crore,4,8 Marla
"G-13, Islamabad",4.6 Crore,5,5 Marla
"G-13, Islamabad",3.3 Crore,4,4 Marla
"G-13, Islamabad",6.2 Crore,6,7 Marla
"G-13, Islamabad",3.2 Crore,5,4.4 Marla
"G-13, Islamabad",5.95 Crore,6,8 Marla
"G-13, Islamabad",8.7 Crore,8,8 Marla
"Gulberg Greens - Block C, Gulberg Greens",28.2 Crore,9,6 Kanal
"Gulberg Greens - Block B, Gulberg Greens",37.05 Crore,11,4 Kanal
"E-11/2, E-11",10 Crore,6,8 Kanal
"F-10, Islamabad",40 Crore,8,2.4 Kanal
"G-6, Islamabad",22.5 Crore,6,1.2 Kanal
"F-10/2, F-10",17 Crore,5,1.1 Kanal
"F-11, Islamabad",18.5 Crore,8,1.3 Kanal
"G-6, Islamabad",30 Crore,6,2 Kanal
"F-11/1, F-11",15 Crore,6,1 Kanal
"F-11, Islamabad",8 Crore,5,10 Marla
"E-11, Islamabad",12 Crore,7,1 Kanal
"F-11, Islamabad",22.5 Crore,6,1.3 Kanal
"E-11, Islamabad",7.5 Crore,5,8 Marla
"E-11/4, E-11",6 Crore,4,10.1 Marla
"F-11/4, F-11",19.5 Crore,8,1 Kanal
"F-11, Islamabad",7.5 Crore,5,6.6 Marla
"E-11, Islamabad",9.2 Crore,6,16 Marla
"F-11, Islamabad",17 Crore,7,1 Kanal
"F-10/4, F-10",16 Crore,5,1.1 Kanal
"G-11, Islamabad",8.5 Crore,6,14 Marla
"F-8, Islamabad",34 Crore,5,1.8 Kanal
"DHA Defence Phase 2, DHA Defence",6.6 Crore,5,11 Marla
"MPCHS - Block F, MPCHS - Multi Gardens",2.5 Crore,4,8 Marla
"G-11/3, G-11",2.9 Crore,4,3.6 Marla
"Bahria Enclave, Bahria Town",4.2 Crore,5,10 Marla
"DHA Defence Phase 1, DHA Defence",10.5 Crore,5,1 Kanal
"Bahria Enclave, Bahria Town",2.75 Crore,3,5 Marla
"Bahria Enclave, Bahria Town",2.85 Crore,3,5 Marla
"F-8/3, F-8",27 Crore,5,1 Kanal
"DHA Defence Phase 2, DHA Defence",9.5 Crore,6,1 Kanal
"F-8, Islamabad",25.75 Crore,6,1 Kanal
"F-8, Islamabad",30 Crore,5,1.3 Kanal
"F-8, Islamabad",26.5 Crore,5,1 Kanal
"F-7, Islamabad",65 Crore,6,2.1 Kanal
"F-7, Islamabad",41 Crore,9,1.3 Kanal
"F-7, Islamabad",28 Crore,6,1.3 Kanal
"F-7, Islamabad",58 Crore,5,2.1 Kanal
"F-7, Islamabad",46.7 Crore,6,1.3 Kanal
"F-7, Islamabad",1.1 Arab,6,4 Kanal
"F-7, Islamabad",30.5 Crore,5,1.3 Kanal
"DHA Phase 1 - Sector C, DHA Defence Phase 1",7.75 Crore,10,1 Kanal
"F-6/3, F-6",1.25 Arab,6,4.8 Kanal
"F-6, Islamabad",1.2 Arab,11,4 Kanal
"F-6, Islamabad",1.48 Arab,7,5 Kanal
"F-6, Islamabad",42 Crore,6,2 Kanal
"F-6, Islamabad",33 Crore,5,1.6 Kanal
"F-6/3, F-6",75 Crore,6,2.2 Kanal
"Fazaia Housing Scheme, Tarnol",6.5 Crore,7,1.2 Kanal
"DHA Defence Phase 2, DHA Defence",16.5 Crore,8,1 Kanal
"Park View City, Islamabad",2.75 Crore,4,5 Marla
"I-8/3, I-8",13.5 Crore,10,12.4 Marla
"I-8/2, I-8",9.5 Crore,3,14.2 Marla
"I-8/2, I-8",11 Crore,7,12.4 Marla
"I-8/2, I-8",15 Crore,7,14.2 Marla
"I-8/3, I-8",15.25 Crore,6,12.4 Marla
"I-8/3, I-8",12.5 Crore,6,14.2 Marla
"I-8/3, I-8",12.5 Crore,6,14.2 Marla
"I-8/3, I-8",12 Crore,8,14.2 Marla
"I-8/3, I-8",16 Crore,7,14.2 Marla
"I-8/2, I-8",11.35 Crore,7,12.4 Marla
"I-8/4, I-8",20 Crore,10,1.2 Kanal
"I-8/3, I-8",15.5 Crore,6,14.2 Marla
"I-8/3, I-8",22 Crore,5,1 Kanal
"I-8/3, I-8",28 Crore,7,1 Kanal
"I-8/4, I-8",22 Crore,6,1 Kanal
"DHA Phase 5 - Sector A, DHA Defence Phase 5",22 Crore,6,1.7 Kanal
"I-8/2, I-8",9.75 Crore,3,14.2 Marla
"I-8/3, I-8",13 Crore,6,12.4 Marla
"I-8/3, I-8",15 Crore,7,12.4 Marla
"F-10, Islamabad",18 Crore,4,1 Kanal
"F-11/3, F-11",35 Crore,10,1.7 Kanal
"F-11/2, F-11",21.5 Crore,6,1.3 Kanal
"DHA Defence Phase 2, DHA Defence",12.9 Crore,5,1 Kanal
"Bahria Garden City, Bahria Town",22.5 Crore,6,3.2 Kanal
"DHA Phase 2 - Sector A, DHA Defence Phase 2",12.7 Crore,5,1 Kanal
"DHA Phase 2 - Sector D, DHA Defence Phase 2",9.5 Crore,6,1 Kanal
"DHA Phase 2 - Sector E, DHA Defence Phase 2",15 Crore,6,1 Kanal
"DHA Phase 2 - Sector D, DHA Defence Phase 2",10.25 Crore,5,1 Kanal
"DHA Phase 2 - Sector D, DHA Defence Phase 2",10.25 Crore,5,1 Kanal
"DHA Phase 5 - Sector A, DHA Defence Phase 5",7 Crore,5,1 Kanal
"DHA Defence Phase 5, DHA Defence",3.25 Crore,4,5 Marla
"DHA Defence Phase 2, DHA Defence",13.9 Crore,5,1 Kanal
"DHA Defence Phase 2, DHA Defence",9.15 Crore,6,1 Kanal
"DHA Defence Phase 2, DHA Defence",7.75 Crore,6,1 Kanal
"F-8, Islamabad",38 Crore,7,2 Kanal
"F-8, Islamabad",65 Crore,8,4 Kanal
"DHA Defence Phase 2, DHA Defence",13.75 Crore,6,1 Kanal
"G-14/4, G-14",3.6 Crore,4,4 Marla
"Taramrri, Islamabad",72 Lakh,2,3 Marla
"DHA Defence Phase 2, DHA Defence",9.5 Crore,6,1 Kanal
"PHAF Officers Residencia, Kuri Road",2.5 Crore,4,8 Marla
"Chatha Bakhtawar, Islamabad",1.4 Crore,2,5 Marla
"Park View - Block H, Park View City",2.5 Crore,3,5 Marla
"Margalla View Housing Society, D-17",2.7 Crore,4,8 Marla
"G-13, Islamabad",6.5 Crore,5,7 Marla
"Margalla View Housing Society, D-17",2.75 Crore,4,8 Marla
"F-7, Islamabad",43 Crore,3,1.8 Kanal
"F-7, Islamabad",55 Crore,5,2.5 Kanal
"F-6, Islamabad",66 Crore,6,3.3 Kanal
"F-6, Islamabad",1.5 Arab,6,5 Kanal
"F-7, Islamabad",47 Crore,8,2.5 Kanal
"G-6, Islamabad",47 Crore,11,2 Kanal
"F-7, Islamabad",1.25 Arab,6,4 Kanal
"F-8, Islamabad",35 Crore,8,1.8 Kanal
"F-8, Islamabad",23 Crore,5,1 Kanal
"F-7, Islamabad",45.5 Crore,5,2.1 Kanal
"F-8, Islamabad",30 Crore,5,1.6 Kanal
"F-7, Islamabad",85 Crore,4,3.6 Kanal
"F-6, Islamabad",1.75 Arab,8,5 Kanal
"F-7, Islamabad",1 Arab,5,4 Kanal
"F-8/1, F-8",25 Crore,5,1.1 Kanal
"F-7, Islamabad",43 Crore,3,1.8 Kanal
"G-13, Islamabad",10.85 Crore,6,14 Marla
"G-13, Islamabad",8.75 Crore,6,10 Marla
"Faisal Margalla City, B-17",2.5 Crore,4,7 Marla
"F-10/4, F-10",16 Crore,6,1 Kanal
"I-10/1, I-10",2.1 Crore,5,4.4 Marla
"G-8, Islamabad",5.5 Crore,5,6.7 Marla
"G-7, Islamabad",4.4 Crore,4,6.7 Marla
"G-9/3, G-9",5.75 Crore,4,6 Marla
"I-10/1, I-10",3.5 Crore,4,6 Marla
"I-10/2, I-10",3.35 Crore,5,6 Marla
"I-10/2, I-10",2.9 Crore,4,6 Marla
"I-10/2, I-10",3.7 Crore,6,6 Marla
"I-10/2, I-10",2.9 Crore,4,6 Marla
"I-10/2, I-10",2.9 Crore,4,6 Marla
"I-10/1, I-10",2.1 Crore,5,4.4 Marla
"G-7, Islamabad",4.4 Crore,4,6.7 Marla
"I-10/2, I-10",3.7 Crore,4,6.7 Marla
"F-8, Islamabad",22 Crore,4,1.1 Kanal
"F-7/4, F-7",30 Crore,6,2 Kanal
"G-13, Islamabad",8 Crore,6,10 Marla
"Bhara kahu, Islamabad",2.8 Crore,7,8 Marla
"G-6/1, G-6",6.5 Crore,4,9 Marla
"G-6/2, G-6",8.5 Crore,4,10 Marla
"G-6/1, G-6",6 Crore,5,7 Marla
"DHA Defence Phase 2, DHA Defence",11 Crore,5,1 Kanal
"DHA Valley - Lilly Sector, DHA Valley",70 Lakh,2,5 Marla
"F-7/4, F-7",1.3 Arab,10,4 Kanal
"DHA Defence Phase 2, DHA Defence",8 Crore,6,1 Kanal
"DHA Defence Phase 2, DHA Defence",9.8 Crore,6,1 Kanal
"DHA Defence Phase 2, DHA Defence",25 Crore,8,1.3 Kanal
"DHA Defence Phase 2, DHA Defence",11.5 Crore,6,1 Kanal
"Jhangi Syedan, Islamabad",2.8 Crore,10,6 Marla
"I-8, Islamabad",9 Crore,6,12.4 Marla
"Bahria Enclave - Sector N, Bahria Enclave",3.5 Crore,5,8 Marla
"G-14/4, G-14",3.6 Crore,3,4.4 Marla
"G-13/4, G-13",10.8 Crore,6,14.2 Marla
"F-10, Islamabad",55 Crore,8,2 Kanal
"F-10, Islamabad",19 Crore,6,1.1 Kanal
"F-10, Islamabad",20 Crore,6,1.1 Kanal
"F-10, Islamabad",20 Crore,6,1 Kanal
"Bahria Enclave, Bahria Town",2.45 Crore,4,5 Marla
"Gulberg Residencia - Block F, Gulberg Residencia",5.85 Crore,4,10 Marla
"Gulberg Residencia - Block V, Gulberg Residencia",3.85 Crore,5,7 Marla
"Gulberg Residencia - Block V, Gulberg Residencia",3.75 Crore,4,7 Marla
"Faisal Margalla City, B-17",2.5 Crore,4,8 Marla
"Shah Allah Ditta, Islamabad",2.45 Crore,5,6 Marla
"F-11, Islamabad",15.5 Crore,6,1 Kanal
"F-11, Islamabad",25 Crore,9,1.3 Kanal
"Paradise Villa Apartments, D-17",1.3 Crore,3,7 Marla
"Margalla Valley - C-12, Islamabad",8.5 Crore,4,14 Marla
"F-10, Islamabad",32 Crore,6,2 Kanal
"Airline Avenue, Islamabad",2 Crore,4,5 Marla
"DHA Defence Phase 2, DHA Defence",26 Crore,6,1.6 Kanal
"F-7, Islamabad",26 Crore,6,1 Kanal
"F-8/3, F-8",28 Crore,5,1 Kanal
"F-8/3, F-8",35 Crore,5,1.8 Kanal
"F-7, Islamabad",58 Crore,6,2.1 Kanal
"F-7, Islamabad",40 Crore,6,1.3 Kanal
"F-7, Islamabad",36.5 Crore,6,1.3 Kanal
"E-7, Islamabad",58 Crore,6,2.1 Kanal
"F-7, Islamabad",58 Crore,6,2.1 Kanal
"F-8, Islamabad",25 Crore,5,1 Kanal
"F-6, Islamabad",25 Crore,6,17.8 Marla
"F-7, Islamabad",36.5 Crore,6,1.3 Kanal
"F-8, Islamabad",26.5 Crore,5,1 Kanal
"F-6/2, F-6",1.2 Arab,10,4 Kanal
"G-6, Islamabad",99 Crore,6,4 Kanal
"G-15/1, G-15",5.4 Crore,7,14.2 Marla
"Eighteen, Kashmir Highway",36 Crore,7,4 Kanal
"I-11/2, I-11",2.9 Crore,5,4 Marla
"Madina Town, Islamabad",6.5 Crore,6,12.4 Marla
"PWD Housing Scheme, Islamabad",4.5 Crore,5,9.3 Marla
"Pakistan Town - Phase 2, Pakistan Town",4.1 Crore,6,10.9 Marla
"CBR Town Phase 1, CBR Town",3.35 Crore,5,8 Marla
"Soan Garden, Islamabad",3.4 Crore,5,8 Marla
"Naval Anchorage, Islamabad",10.5 Crore,6,1 Kanal
"F-7/2, F-7",23 Crore,6,1 Kanal
"F-6, Islamabad",90 Crore,8,2 Kanal
"Korang Town, Islamabad",5.25 Crore,7,14 Marla
"Gulshan-e-Sehat 1, E-18",1.45 Crore,4,5 Marla
"Gulshan-e-Sehat 1, E-18",1.9 Crore,6,7 Marla
"Naval Anchorage - Block G, Naval Anchorage",2.7 Crore,4,5 Marla
"I-11/2, I-11",2.35 Crore,3,4.4 Marla
"I-11/2, I-11",4.5 Crore,5,8 Marla
"DHA Defence, Islamabad",14.5 Crore,5,1 Kanal
"F-10, Islamabad",3.75 Crore,6,3.6 Marla
"DHA Defence Phase 2, DHA Defence",14.5 Crore,6,1 Kanal
"DHA Phase 2 - Sector E, DHA Defence Phase 2",20 Crore,5,1 Kanal
"Gulberg Residencia - Block I, Gulberg Residencia",7.3 Crore,4,10 Marla
"Bahria Enclave - Sector N, Bahria Enclave",2.32 Crore,3,5 Marla
"Gulshan-e-Sehat 2 - Block G, Gulshan-e-Sehat 2",6 Crore,9,1 Kanal
"Soan Garden, Islamabad",4.25 Crore,4,1 Kanal
"Soan Garden, Islamabad",4 Crore,7,10 Marla
"Soan Garden, Islamabad",5 Crore,7,12 Marla
"Soan Garden, Islamabad",4.3 Crore,6,10 Marla
"Bahria Enclave, Bahria Town",4 Crore,4,10 Marla
"Khanna Pul, Islamabad",90 Lakh,3,5 Marla
"Bahria Enclave - Sector H, Bahria Enclave",2.7 Crore,4,5 Marla
"DHA Phase 3 - Block B, DHA Defence Phase 3",7.5 Crore,5,1 Kanal
"G-14, Islamabad",3.6 Crore,4,4.4 Marla
"G-14, Islamabad",3.6 Crore,4,4 Marla
"G-13, Islamabad",3.9 Crore,4,4.9 Marla
"G-14/4, G-14",3.65 Crore,4,4 Marla
"G-13, Islamabad",4 Crore,4,4.4 Marla
"G-13, Islamabad",5.5 Crore,6,8 Marla
"Gulberg Residencia - Block I, Gulberg Residencia",3.5 Crore,4,7 Marla
"Rawat, Islamabad",98 Lakh,3,5 Marla
"G-11, Islamabad",5.2 Crore,5,8 Marla
"DHA Valley, DHA Defence",68 Lakh,2,5 Marla
"DHA Homes, DHA Valley",80 Lakh,2,5 Marla
"DHA Homes, DHA Valley",65 Lakh,2,5 Marla
"Oleander Sector - DHA Homes, DHA Valley - Oleander Sector",81 Lakh,2,5 Marla
"DHA Homes, DHA Valley",68 Lakh,2,5 Marla
"DHA Homes, DHA Valley",1.6 Crore,3,8 Marla
"Chatha Bakhtawar, Islamabad",2 Crore,4,5 Marla
"Lilly Sector - Block A, DHA Valley - Lilly Sector",1.43 Crore,3,8 Marla
"DHA Valley - Oleander Sector, DHA Valley",62 Lakh,2,5 Marla
"Oleander Sector - DHA Homes Block A, DHA Valley - Oleander Sector",1.45 Crore,3,8 Marla
"Lilly Sector - DHA Homes, DHA Valley - Lilly Sector",70 Lakh,2,5 Marla
"Lilly Sector - DHA Homes, DHA Valley - Lilly Sector",1.5 Crore,3,8 Marla
"E-18, Islamabad",1.15 Crore,2,5.6 Marla
"Park View - Block H, Park View City",2.7 Crore,4,5 Marla
"Shehzad Town, Islamabad",5 Crore,6,8 Marla
"Bahria Enclave, Bahria Town",4.9 Crore,5,10 Marla
"The Galleria, Bahria Enclave",1.45 Crore,3,7.5 Marla
"F-11/1, F-11",16 Crore,6,1 Kanal
"Bahria Enclave - Sector C1, Bahria Enclave",5.3 Crore,5,10 Marla
"F-11/1, F-11",16 Crore,6,1 Kanal
"Bahria Enclave, Bahria Town",5.25 Crore,5,10 Marla
"Bahria Enclave, Bahria Town",6.25 Crore,5,13 Marla
"Chatha Bakhtawar, Islamabad",4.1 Crore,6,10 Marla
"DHA Phase 2 - Sector B, DHA Defence Phase 2",14.75 Crore,7,1 Kanal
"Green Avenue, Islamabad",2.7 Crore,7,5 Marla
"Chatha Bakhtawar, Islamabad",70 Lakh,2,4 Marla
"Green Avenue, Islamabad",4 Crore,5,7 Marla
"Chatha Bakhtawar, Islamabad",1.2 Crore,3,3.5 Marla
"DHA Phase 2 - Sector E, DHA Defence Phase 2",12.8 Crore,5,1 Kanal
"DHA Defence Phase 2, DHA Defence",14.45 Crore,6,1 Kanal
"DHA Phase 2 - Sector C, DHA Defence Phase 2",11.5 Crore,7,1 Kanal
"Ghauri Town - VIP Block, Ghauri Town",1.3 Crore,2,4 Marla
"DHA Phase 2 - Sector D, DHA Defence Phase 2",10.5 Crore,6,1 Kanal
"DHA Phase 1 - Sector B, DHA Defence Phase 1",7.89 Crore,5,1 Kanal
"H-13, Islamabad",2.7 Crore,5,5.5 Marla
"I-14/4, I-14",2.6 Crore,4,5 Marla
"I-14, Islamabad",2.7 Crore,5,5 Marla
"G-12, Islamabad",1.5 Crore,3,1 Kanal
"E-11/2, E-11",10.8 Crore,6,16 Marla
"Bahria Enclave, Bahria Town",5.35 Crore,4,10 Marla
"Bahria Enclave, Bahria Town",5.1 Crore,7,10 Marla
"Bahria Enclave - Sector N, Bahria Enclave",2.5 Crore,3,5 Marla
"Bahria Enclave - Sector G, Bahria Enclave",4.6 Crore,5,8 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",4.8 Crore,5,10 Marla
"Bahria Enclave - Sector A, Bahria Enclave",4.85 Crore,5,10 Marla
"Gulberg Residencia - Block V, Gulberg Residencia",3.75 Crore,5,7 Marla
"E-11, Islamabad",7.5 Crore,5,8 Marla
"G-13, Islamabad",11.5 Crore,6,14.2 Marla
"F-10, Islamabad",30 Crore,10,2 Kanal
"F-10, Islamabad",35 Crore,9,2.4 Kanal
"F-11, Islamabad",20 Crore,6,1.3 Kanal
"F-11, Islamabad",20 Crore,8,1 Kanal
"F-11, Islamabad",19 Crore,5,1 Kanal
"D-12, Islamabad",12 Crore,5,11 Marla
"Faisal Margalla City, B-17",2.35 Crore,3,5 Marla
"DHA Defence Phase 2, DHA Defence",7.5 Crore,6,1 Kanal
"CBR Town Phase 1, CBR Town",3.2 Crore,5,7 Marla
"National Police Foundation O-9, Islamabad",3 Crore,5,10.1 Marla
"Sanam Garden Housing Scheme, Islamabad",2.5 Crore,5,10.1 Marla
"Pakistan Town - Phase 1, Pakistan Town",2.4 Crore,5,5.6 Marla
"Pakistan Town - Phase 1, Pakistan Town",1.85 Crore,2,5.6 Marla
"National Police Foundation O-9 - Block C, National Police Foundation O-9",1.8 Crore,4,5 Marla
"Jinnah Gardens Phase 1, Jinnah Gardens",2.85 Crore,5,7 Marla
"Swan Garden, Islamabad",3.2 Crore,6,10 Marla
"Swan Garden, Islamabad",4.5 Crore,6,11 Marla
"Federation Housing Society - O-9, National Police Foundation O-9",3.4 Crore,4,10 Marla
"Pakistan Town - Phase 2, Pakistan Town",3.25 Crore,7,10 Marla
"Bani Gala, Islamabad",1.5 Crore,3,5 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",5.25 Crore,5,10 Marla
"Bani Gala, Islamabad",2.3 Crore,5,6.5 Marla
"Bani Gala, Islamabad",1.5 Crore,3,5 Marla
"F-6, Islamabad",27 Crore,6,16 Marla
"D-12, Islamabad",23.5 Crore,10,1 Kanal
"D-12/1, D-12",5.5 Crore,4,5.6 Marla
"D-12, Islamabad",4 Crore,4,4.4 Marla
"Lilly Sector - DHA Homes, DHA Valley - Lilly Sector",66 Lakh,2,5 Marla
"DHA Defence Phase 2, DHA Defence",10.5 Crore,6,1 Kanal
"E-11, Islamabad",6.7 Crore,6,10 Marla
"E-11, Islamabad",8.25 Crore,6,12 Marla
"E-11, Islamabad",8.25 Crore,5,12 Marla
"Top City 1 - Block A, Top City 1",4.28 Crore,4,10 Marla
"Ghauri Town Phase 4A, Ghauri Town",1.2 Crore,3,5 Marla
"Ghauri Town Phase 4A, Ghauri Town",1.85 Crore,4,5 Marla
"F-11, Islamabad",18 Crore,6,1.3 Kanal
"Bahria Enclave - Sector N, Bahria Enclave",3.7 Crore,5,8 Marla
"E-11, Islamabad",22.5 Crore,10,1.2 Kanal
"Bani Gala, Islamabad",1.57 Crore,3,6 Marla
"Mumtaz City - Chanab Block, Mumtaz City",2.8 Crore,5,8 Marla
"D-12/4, D-12",19 Crore,9,1 Kanal
"G-16, Islamabad",3.5 Crore,7,7 Marla
"D-12/2, D-12",23 Crore,8,1.3 Kanal
"DHA Defence Phase 2, DHA Defence",8 Crore,5,1 Kanal
"B-17, Islamabad",1.98 Crore,4,5 Marla
"G-6, Islamabad",5.75 Crore,5,7 Marla
"DHA Defence Phase 5, DHA Defence",3.15 Crore,5,6.8 Marla
"I-10, Islamabad",4.3 Crore,5,6 Marla
"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F",4.25 Crore,4,12 Marla
"G-11/3, G-11",14 Crore,6,1 Kanal
"G-10/2, G-10",10.5 Crore,7,14 Marla
"G-9, Islamabad",7.75 Crore,5,6 Marla
"Bahria Enclave - Sector N, Bahria Enclave",4 Crore,6,8 Marla
"DHA Defence Phase 2, DHA Defence",10.7 Crore,6,1 Kanal
"Soan Garden - Block C, Soan Garden",3.2 Crore,4,6 Marla
"F-7, Islamabad",1.3 Arab,11,4 Kanal
"F-7, Islamabad",40 Crore,5,1 Kanal
"F-11, Islamabad",40 Crore,11,1.5 Kanal
"Bahria Enclave - Sector C, Bahria Enclave",9.8 Crore,5,1 Kanal
"Jinnah Gardens, FECHS",3.4 Crore,5,7 Marla
"Faisal Town - F-18, Islamabad",3 Crore,6,7 Marla
"F-10/1, F-10",30 Crore,10,2 Kanal
"Top City 1 - Block D, Top City 1",3.65 Crore,4,10 Marla
"F-10, Islamabad",14.5 Crore,6,1.1 Kanal
"MPCHS - Block E, MPCHS - Multi Gardens",4.3 Crore,6,11 Marla
"Soan Garden - Block C, Soan Garden",2.8 Crore,5,7 Marla
"Soan Garden - Block F, Soan Garden",6.5 Crore,7,1 Kanal
"Bahria Enclave - Sector C3, Bahria Enclave",5.5 Crore,4,10 Marla
"Park View City, Islamabad",2.6 Crore,5,5 Marla
"G-13/4, G-13",3.7 Crore,5,4 Marla
"Bani Gala, Islamabad",12 Crore,6,2.3 Kanal
"D-12, Islamabad",4.25 Crore,4,4 Marla
"G-10/4, G-10",9.15 Crore,6,12.4 Marla
"G-10/4, G-10",4.65 Crore,4,5 Marla
"D-12, Islamabad",4 Crore,4,4 Marla
"Bahria Enclave, Bahria Town",11 Crore,10,1 Kanal
"D-12, Islamabad",6 Crore,5,5 Marla
"D-12, Islamabad",3.8 Crore,6,4 Marla
"Emaar Canyon Views, Islamabad",7 Crore,5,2 Kanal
"DHA Defence Phase 2, DHA Defence",10.45 Crore,6,1 Kanal
"Soan Garden - Block H, Soan Garden",3.8 Crore,6,10 Marla
"G-13/1, G-13",2.75 Crore,5,4 Marla
"Bani Gala, Islamabad",1.2 Crore,2,5 Marla
"Bani Gala, Islamabad",4.6 Crore,5,1 Kanal
"Bani Gala, Islamabad",1.8 Crore,5,6 Marla
"Bani Gala, Islamabad",3.5 Crore,5,10 Marla
"PWD Housing Scheme, Islamabad",4.3 Crore,7,10 Marla
"PWD Housing Scheme, Islamabad",4.45 Crore,7,10 Marla
"Bani Gala, Islamabad",1 Crore,2,5 Marla
"Bani Gala, Islamabad",9 Crore,7,2.7 Kanal
"G-9/4, G-9",9.27 Crore,5,10.9 Marla
"G-9/3, G-9",8.5 Crore,6,6.7 Marla
"G-9/3, G-9",5.5 Crore,5,6.7 Marla
"G-8/1, G-8",7.5 Crore,6,9.3 Marla
"G-9/4, G-9",7.5 Crore,5,6.7 Marla
"G-10/4, G-10",2.8 Crore,4,3.6 Marla
"DHA Defence Phase 2, DHA Defence",12.9 Crore,5,1 Kanal
"DHA Defence Phase 2, DHA Defence",9.5 Crore,5,1 Kanal
"F-10, Islamabad",17 Crore,4,1 Kanal
"DHA Defence Phase 2, DHA Defence",12.75 Crore,6,1 Kanal
"DHA Phase 2 - Sector B, DHA Defence Phase 2",11 Crore,6,1 Kanal
"DHA Phase 2 - Sector B, DHA Defence Phase 2",13.5 Crore,6,1 Kanal
"DHA Phase 1 - Sector B, DHA Defence Phase 1",10.5 Crore,6,1 Kanal
"DHA Phase 1 - Sector B, DHA Defence Phase 1",7.4 Crore,7,1 Kanal
"I-8/2, I-8",11.7 Crore,6,12 Marla
"Bahria Enclave, Bahria Town",5.25 Crore,5,10 Marla
"Bahria Enclave - Sector N, Bahria Enclave",3.3 Crore,4,8 Marla
"G-13, Islamabad",8.15 Crore,6,10 Marla
"DHA Phase 1 - Sector B1, DHA Defence Phase 1",6.25 Crore,9,16 Marla
"G-13/1, G-13",2.95 Crore,4,4 Marla
"G-13, Islamabad",10.6 Crore,6,14 Marla
"G-13/1, G-13",11.5 Crore,7,14 Marla
"G-11, Islamabad",7.25 Crore,5,8 Marla
"Lehtarar Road, Islamabad",90 Lakh,2,5.5 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",5 Crore,5,10 Marla
"Jhangi Syedan, Islamabad",82 Lakh,2,3.5 Marla
"G-15, Islamabad",2.95 Crore,5,7 Marla
"E-11/4, E-11",12 Crore,10,10 Marla
"G-9, Islamabad",8.6 Crore,6,14.2 Marla
"G-9, Islamabad",8.7 Crore,6,14.2 Marla
"G-9, Islamabad",8.4 Crore,6,14.2 Marla
"G-9, Islamabad",8.5 Crore,6,14.2 Marla
"G-9, Islamabad",8.55 Crore,6,14.2 Marla
"G-9, Islamabad",9.25 Crore,6,14.2 Marla
"G-9, Islamabad",9.55 Crore,6,14.2 Marla
"G-9, Islamabad",5.3 Crore,5,6 Marla
"G-11, Islamabad",3.35 Crore,4,4.4 Marla
"G-9, Islamabad",9.25 Crore,6,14.2 Marla
"G-9/4, G-9",5.4 Crore,4,6 Marla
"G-9, Islamabad",5.4 Crore,5,6.7 Marla
"G-13/2, G-13",4.85 Crore,5,8 Marla
"G-9/1, G-9",8.9 Crore,6,14.2 Marla
"G-9, Islamabad",7 Crore,6,10.9 Marla
"F-7/4, F-7",41 Crore,7,2.1 Kanal
"G-9, Islamabad",5.25 Crore,4,5 Marla
"Bahria Enclave - Sector C1, Bahria Enclave",4.85 Crore,5,10 Marla
"Bahria Enclave - Sector N, Bahria Enclave",2.35 Crore,3,5 Marla
"E-11/3, E-11",13.5 Crore,7,1 Kanal
"Bahria Enclave - Sector G, Bahria Enclave",3.7 Crore,5,8 Marla
"F-10/3, F-10",30 Crore,7,2 Kanal
"F-6, Islamabad",34 Crore,6,2 Kanal
"F-11/4, F-11",18 Crore,5,1 Kanal
"F-6, Islamabad",17 Crore,5,17.8 Marla
"Bahria Enclave - Sector C, Bahria Enclave",7.5 Crore,5,1 Kanal
"Gulberg Residencia - Block L, Gulberg Residencia",3.6 Crore,6,7 Marla
"Bahria Enclave, Bahria Town",3 Crore,5,8 Marla
"Bahria Enclave - Sector A, Bahria Enclave",11 Crore,8,1 Kanal
"Bahria Enclave - Sector B1, Bahria Enclave",2.5 Crore,3,5 Marla
"DHA Defence Phase 1, DHA Defence",4.75 Crore,5,10 Marla
"AWT - Block B, AWT",2.3 Crore,4,10 Marla
"G-13, Islamabad",3.1 Crore,5,4 Marla
"G-13, Islamabad",10.5 Crore,7,14 Marla
"Gulberg, Islamabad",6.2 Crore,6,7 Marla
"G-13, Islamabad",8.2 Crore,7,10 Marla
"B-17, Islamabad",5 Crore,5,11 Marla
"F-11/2, F-11",20 Crore,6,1.3 Kanal
"Ghauri Town Phase 4 C2, Ghauri Town",1.3 Crore,4,5 Marla
"D-12/1, D-12",4.4 Crore,4,4 Marla
"G-13, Islamabad",7.35 Crore,6,10 Marla
"Bahria Town, Islamabad",6.2 Crore,6,12 Marla
